R,V,E
682,751733645267122,1273503522.25
683,757256109252242,378656883.0
684,762812093312482,585155823.875
685,768400830276162,983329060.125
686,774021381374242,491490977.125
687,779676178599042,1398299741.125
688,785362616898562,954951010.125
689,791082071448242,392449085.125
690,796835766412962,790368300.0
691,802622269333122,571238493.625
692,808442661363042,670782799.75
693,814296793417282,794063357.875
694,820184572549042,701859104.75
695,826107031245362,1279960364.75
696,832062984718402,1196459520.75
697,838052814981442,685826404.875
698,844078070817362,1148876169.5
699,850136793566162,478556198.25
700,856230975079202,517899736.5
701,862360669102322,1171408402.375
702,868524125593682,539369417.5
703,874723965796162,1092927397.875
704,880958801100882,1292947265.0
705,887228263152162,620118596.375
706,893534567080962,1138188456.25
707,899875705491522,687947427.0
708,906253170669122,609436759.25
709,912667392848242,1180215923.25
710,919116679626402,554775839.5
711,925603601345522,1149919629.875
712,932126761829282,1415499367.875
713,938685324205522,360237869.875
714,945282048636242,589458086.25
715,951915789792402,802557291.625
716,958586172415282,468567835.75
717,965295128507122,1363347174.875
718,972039952665522,624911662.125
719,978823971431282,1422783778.625
720,985644931879442,1346582564.0
721,992503255041682,659445407.625
722,999401275788162,1537909278.875
723,1006335694343682,523426279.0
724,1013309747558402,693633750.625
725,1020322292977042,746422869.625
726,1027373549754962,740854115.75
727,1034464370579842,1369078342.875
728,1041593697430402,1412094890.625
729,1048761534722242,712896815.0
730,1055969962272642,1189435078.75
731,1063216720501522,419818902.875
732,1070504271701362,703585076.875
733,1077832442043442,1703703590.125
734,1085198327054962,352054142.25
735,1092606921703682,1479510174.375
736,1100054490001442,1185541779.75
737,1107542377512642,650723574.375
738,1115072160557602,1285937448.5
739,1122641745391282,831550676.25
740,1130252778877282,768089308.25
741,1137905361956162,1029705880.75
742,1145598736152962,690686327.75
743,1153334824563762,1506435930.75
744,1161111703383122,1385006150.25
745,1168929980023842,765213776.25
746,1176791393390002,1216913360.25
747,1184694481602082,1108721724.0
748,1192639792912722,818933112.0
749,1200628011507442,861319301.75
750,1208658788465442,716089794.75
751,1216733033578962,1121710567.0
752,1224850538301202,1697851380.25
753,1233009457060322,426699172.75
754,1241214342361442,1688059449.75
755,1249460454314482,568883515.0
756,1257751597654002,700287701.0
757,1266087669546082,1805359639.75
758,1274465506199042,545768374.5
759,1282889991901762,1630802069.25
760,1291357626793442,1385137160.75
761,1299869831373522,1053347668.75
762,1308427520065362,1373468267.5
763,1317029121825282,597602715.25
764,1325676878671922,790452606.25
765,1334370129880562,1113511081.5
766,1343108478883682,991962778.75
767,1351893523893442,1845305705.25
768,1360723283281362,1512730305.5
769,1369598451667362,509207895.25
770,1378521216308642,841878930.25
771,1387489878963682,631916398.25
772,1396505908459042,1167092008.5
773,1405568655245842,1616332065.0
774,1414676893882402,572199494.25
775,1423834361780322,1589639319.0
776,1433038193415762,1620189326.5
777,1442288779242642,870892661.25
778,1451588796454802,1835059375.75
779,1460934539929042,623208859.75
780,1470329590009362,630853472.75
781,1479773703056802,1429047773.25
782,1489265152296482,1105234952.5
783,1498806198423282,1733851901.0
784,1508395168970002,1455696763.5
785,1518032843083442,862704406.75
786,1527720760065522,1306486933.75
787,1537457544900882,1223860670.0
788,1547243266890242,495478917.75
789,1557080456465442,1462646386.75
790,1566965804746162,626875303.0
791,1576903266000802,1752345682.25
792,1586890358962082,2167220318.0
793,1596926150422002,747239134.5
794,1607014885041042,1545527777.5
795,1617152775298482,582547323.0
796,1627343069131762,913733030.0
797,1637584944473522,1524030773.0
798,1647876972183522,790828346.75
799,1658222397625282,1765531505.25
800,1668618962810642,1995707905.25
801,1679066374162002,992848742.0
802,1689567775172002,1705027817.0
803,1700120192919682,963417092.75
804,1710725646191922,590407517.25
805,1721385164831602,1418956582.25
806,1732096553257762,1056107868.25
807,1742862610648402,2103173237.5
808,1753680649741362,1674533107.0
809,1764551717316642,618118154.5
810,1775478737757522,1658969834.0
811,1786458223149522,1109338723.75
812,1797492376640402,972043918.5
813,1808581898143842,1746176099.25
814,1819724284730162,727487645.25
815,1830923712481122,1890246824.25
816,1842177097518802,1948266062.75
817,1853485250212562,1509108298.0
818,1864849202515202,1401422528.5
819,1876268167638482,634618723.75
820,1887744398415442,1257229536.75
821,1899276477752002,1647361293.5
822,1910864088864162,1282930585.5
823,1922508770514242,1496899898.25
824,1934210712707282,2272973403.25
825,1945966819310322,308215630.25
826,1957783538477842,1843476296.25
827,1969655564802562,1365540495.5
828,1981584888689362,656502013.5
829,1993574161699282,2159106714.75
830,2005618278883762,559086176.0
831,2017723702189362,2108561795.25
832,2029885866972482,2032558903.25
833,2042105475678882,822685674.75
834,2054385945335682,1684624518.75
835,2066723873084722,1003664830.0
836,2079121226278162,534797978.5
837,2091579732219922,1792458142.25
838,2104096297462402,1469818416.25
839,2116673732991362,2163975084.75
840,2129310497317202,2119038292.0
841,2142006942996242,1472652711.25
842,2154764952726002,1892092217.5
843,2167582121407122,756321199.0
844,2180461828390322,1228240904.25
845,2193402605908802,1623121239.25
846,2206403293344882,562866791.0
847,2219468248532242,2187318463.25
848,2232593286043202,2092540147.0
849,2245779050324402,703953788.75
850,2259030153408562,2414050543.5
851,2272340352578482,760054165.0
852,2285715721714562,1595267917.5
853,2299153535920002,1973699164.5
854,2312652735836882,614374841.5
855,2326218454768882,2428463565.5
856,2339845310706002,1811299746.5
857,2353535895263122,1131321539.0
858,2367291707001282,1663391512.0
859,2381110979545442,1416913798.5
860,2394994505865362,960114371.0
861,2408943928135442,1709900266.0
862,2422957558285522,1752409780.0
863,2437036756467442,2221478417.0
864,2451180840229762,2207813001.5
865,2465389283367922,957841228.0
866,2479666004749922,2162536733.5
867,2494006664767842,1253870005.5
868,2508414384162722,1123632656.5
869,2522889309827042,1689239291.5
870,2537429212523602,491445780.0
871,2552039195215282,2402678408.0
872,2566714614299122,2548267347.5
873,2581456039917202,1266756929.0
874,2596266896655042,1750603427.5
875,2611144268605122,851237981.5
876,2626091199000242,1378699337.5
877,2641107129883922,2541303639.5
878,2656189240116482,1283649909.0
879,2671342623495362,2464739744.0
880,2686563671419442,2240641038.5
881,2701852846586242,838184572.0
882,2717214300825042,2172796515.0
883,2732643293577202,1266978146.0
884,2748142968152242,1026561319.5
885,2763714016627682,1905607698.0
886,2779353901741842,1128300941.5
887,2795066998611122,2830663378.5
888,2810848968164562,2433989958.5
889,2826701070598802,958302600.5
890,2842627146502162,2003473667.0
891,2858622905736082,1038106790.0
892,2874692237419762,1709520907.5
893,2890833351755522,1985575009.0
894,2907045865208642,1239847372.0
895,2923332771402802,2222530387.0
896,2939691839355042,2458664912.0
897,2956123111834962,1746498862.0
898,2972629168415602,2420537482.5
899,2989206887316242,1113385534.5
900,3005859675062482,985406771.5
901,3022588436097522,2694334607.0
902,3039388434690082,1257179426.5
903,3056265616948882,2372242457.0
904,3073217053553602,2861846120.0
905,3090241088821282,821399820.0
906,3107344200019042,2478712057.5
907,3124520627141522,1823767258.0
908,3141773045777602,1281591884.5
909,3159102640450402,1785593827.0
910,3176507247636642,920581153.5
911,3193991022591842,2589586702.0
912,3211550431903682,3006420829.5
913,3229185096459442,1538638244.5
914,3246898727282562,1643373958.0
915,3264689926359522,1668169551.5
916,3282558432584642,1096917372.5
917,3300507095042402,2523142239.5
918,3318531800413682,1577407079.5
919,3336636889840962,2344177512.5
