R,V,E
672,929800334784,-347653.3947753906
673,935347212368,-364058.27209472656
674,940919764512,512784.4432373047
675,946516808576,1026535.7487792969
676,952137634336,393163.2149658203
677,957782923344,-779699.0145263672
678,963455556944,315265.7772216797
679,969151163744,-767471.1199951172
680,974873724528,-121371.84301757812
681,980622111184,1051096.0443115234
682,986394017200,368955.55126953125
683,992190510160,-1174783.7396240234
684,998014878464,-366405.67321777344
685,1003863846640,-556175.5202636719
686,1009740563328,1329644.0206298828
687,1015640030976,218488.8243408203
688,1021566139152,-75194.66088867188
689,1027517900288,-614205.4140625
690,1033498309328,1521060.1591796875
691,1039501009728,-101391.77392578125
692,1045531677712,119103.52709960938
693,1051589300272,1093869.3762207031
694,1057672460720,1330439.6599121094
695,1063780963056,556926.8382568359
696,1069917347232,1237285.9440917969
697,1076076631488,-1686349.4166259766
698,1082267494688,388668.9357910156
699,1088483080992,530175.7532958984
700,1094724676256,-52407.63830566406
701,1100992663296,-1052809.3408203125
702,1107289933776,343981.1179199219
703,1113611980592,-445903.2177734375
704,1119962592704,289625.2707519531
705,1126340348592,1052064.7741699219
706,1132745411904,1927972.0568847656
707,1139174290560,-651933.5441894531
708,1145632473712,-1275810.1179199219
709,1152119516704,-465733.1813964844
710,1158634834864,1116096.3225097656
711,1165176482368,1446216.0234375
712,1171743358832,-653505.8754882812
713,1178340517536,-207646.59838867188
714,1184968522384,3269731.203857422
715,1191617827424,154599.45385742188
716,1198298578608,514724.6467285156
717,1205007048256,544131.8513183594
718,1211742854896,-217055.29077148438
719,1218507550800,-295078.56494140625
720,1225300989760,85230.81665039062
721,1232122030048,-296587.78466796875
722,1238972590416,399375.5651855469
723,1245850288112,-288582.62646484375
724,1252757840576,277916.720703125
725,1259692694656,-533448.7397460938
726,1266659490032,1837721.21875
727,1273649581776,-1332890.6037597656
728,1280672765616,-329054.8349609375
729,1287725290064,1018132.4719238281
730,1294805082240,556073.8354492188
731,1301913305120,-632081.6520996094
732,1309052296432,-288542.3249511719
733,1316219781264,-768265.9448242188
734,1323419218736,1307712.2993164062
735,1330646716000,1966279.7934570312
736,1337901898016,752022.4943847656
737,1345187164240,-16087.06640625
738,1352504153200,1219886.2150878906
739,1359847801424,-684231.9841308594
740,1367223665760,-252405.41333007812
741,1374630643008,1331244.7509765625
742,1382065483424,735943.9047851562
743,1389529677936,-628519.9814453125
744,1397025957152,-112788.36547851562
745,1404551688704,-430588.130859375
746,1412109805648,1269668.4113769531
747,1419695132528,-269052.47705078125
748,1427312647040,-150741.96020507812
749,1434960783344,-23036.6298828125
750,1442640909392,1400109.4953613281
751,1450347759632,-1228871.0295410156
752,1458088603968,-722199.0769042969
753,1465860972256,367747.05419921875
754,1473664687904,1782031.6376953125
755,1481495797136,-515574.47900390625
756,1489360822672,-84913.87573242188
757,1497255554064,-1219106.5588378906
758,1505183174816,-817429.9624023438
759,1513143786176,1138473.0539550781
760,1521133296160,473618.20263671875
761,1529153969776,-630096.2299804688
762,1537208865872,802958.6142578125
763,1545293508848,213854.16821289062
764,1553411717648,1338096.4367675781
765,1561561046960,1646825.9985351562
766,1569742930080,2489682.0048828125
767,1577951930784,-1653325.8193359375
768,1586198612864,-302281.1765136719
769,1594476294816,-222673.19555664062
770,1602787607840,1132603.5668945312
771,1611130339312,1466721.1286621094
772,1619502492736,-1301129.9201660156
773,1627909353712,-1969772.4165039062
774,1636354500960,2954981.3764648438
775,1644824274256,-271734.23193359375
776,1653331593552,1185281.6411132812
777,1661870466416,1248736.4516601562
778,1670440829152,-230035.771484375
779,1679045905328,-112546.42626953125
780,1687684564576,385647.66259765625
781,1696355599808,-27839.756591796875
782,1705060576992,127551.6376953125
783,1713799052688,322864.7399902344
784,1722570833856,279433.01806640625
785,1731374848176,-1160799.4875488281
786,1740217039024,1859697.8376464844
787,1749087025104,-1126325.8198242188
788,1757994030928,-980422.6994628906
789,1766937336752,1491489.5322265625
790,1775912388656,1649207.7810058594
791,1784920143872,363571.52685546875
792,1793962287408,-766913.1772460938
793,1803039985200,-662921.7060546875
794,1812154960672,2312249.1396484375
795,1821299768912,626857.1318359375
796,1830480784720,568762.6157226562
797,1839695269616,-687563.4904785156
798,1848948288640,1835760.3044433594
799,1858230960384,-829941.9343261719
800,1867552231248,174352.43017578125
801,1876907984544,644468.6091308594
802,1886298124368,396906.3859863281
803,1895722900048,-406711.8815917969
804,1905184704368,538582.7358398438
805,1914682162112,1769649.7421875
806,1924214104544,2029719.2133789062
807,1933779797808,496791.7990722656
808,1943381788672,-370617.2780761719
809,1953019311840,-1426166.2224121094
810,1962696856720,1731081.3352050781
811,1972403311936,-2098831.6640625
812,1982151105600,-576483.7041015625
813,1991934090176,61789.302978515625
814,2001753128240,589654.0185546875
815,2011607417520,115819.6767578125
816,2021499575792,1168934.0854492188
817,2031424897008,-1046288.3745117188
818,2041390267408,267045.2507324219
819,2051393469008,2801494.4873046875
820,2061428383152,348837.4365234375
821,2071501217184,-973257.2287597656
822,2081614404256,1178577.7370605469
823,2091760563088,-666831.845703125
824,2101946332560,39390.4150390625
825,2112171286000,2780459.485107422
826,2122429164848,1207592.9030761719
827,2132723839968,-898677.2185058594
828,2143057831024,-1109128.1948242188
829,2153429478688,-1173638.7680664062
830,2163841457120,1491290.8930664062
831,2174288661312,1689883.1936035156
832,2184769986208,-1773796.8894042969
833,2195293551104,-871441.8049316406
834,2205857659936,2609786.5703125
835,2216453674576,-59447.06640625
836,2227091233184,667700.5546875
837,2237765680768,44811.27734375
838,2248478356800,-680178.4833984375
839,2259229457472,-1402721.7368164062
840,2270020587008,-610348.9204101562
841,2280849462416,-677915.8999023438
842,2291717679392,-101699.96533203125
843,2302623743104,-468615.8349609375
844,2313570739792,1215384.3452148438
845,2324553884864,73407.0048828125
846,2335580491648,3326369.1450195312
847,2346640104624,426230.33837890625
848,2357741429168,-14263.26611328125
849,2368884732192,2179061.0522460938
850,2380063775504,675162.5864257812
851,2391282376896,-801124.7963867188
852,2402542479536,-399700.65576171875
853,2413841060544,-1236621.9799804688
854,2425183293264,1768168.8193359375
855,2436562052800,1396379.8994140625
856,2447981058928,1274281.994140625
857,2459436861248,-2142139.5913085938
858,2470940186736,1780367.021484375
859,2482477135504,-951919.7158203125
860,2494058794192,653697.2221679688
861,2505680234272,1574637.4340820312
862,2517339512048,-226956.91064453125
863,2529039715344,-1757533.0654296875
864,2540785429232,1473600.28515625
865,2552566300192,-981566.966796875
866,2564392832128,1286269.6416015625
867,2576258434032,1591393.1469726562
868,2588163642128,375209.15966796875
869,2600110272240,-641386.1376953125
870,2612101084608,1206810.0122070312
871,2624129489808,-764773.0629882812
872,2636201501568,-637663.4599609375
873,2648316796176,1169061.296875
874,2660473612496,2798790.255859375
875,2672668537728,743139.0390625
876,2684906794208,128749.8408203125
877,2697185665776,-1856340.5698242188
878,2709510622480,162003.1474609375
879,2721875994032,417470.9072265625
880,2734282330624,-635876.8037109375
881,2746731122656,-1603880.923828125
882,2759225313504,360484.17919921875
883,2771757971984,-1770425.2861328125
884,2784336794480,-396794.54150390625
885,2796960049376,2653081.7666015625
886,2809622639008,2184751.564453125
887,2822324218064,-2243994.6489257812
888,2835073766576,-1750131.80078125
889,2847867503360,-211960.24609375
890,2860705729856,2574734.2333984375
891,2873584673312,2739864.4306640625
892,2886503885680,-262062.29052734375
893,2899469893536,-2023.99169921875
894,2912481193840,1919275.8374023438
