R,V,E
765,1377762050303468,929265120.25
766,1386792852484798,3183587241.25
767,1395866905339408,1418819720.5
768,1404992385539928,3626263885.0
769,1414161641419538,1968397614.0
770,1423380783458268,2369361007.5
771,1432646569774958,1400447716.0
772,1441963650307790,3524284841.25
773,1451325027459440,1555477456.5
774,1460738429195032,3033705931.25
775,1470197730998312,1645681472.0
776,1479709501632424,3770906268.5
777,1489265274005714,752538667.0
778,1498875016772764,2368993572.25
779,1508532558159014,2257766439.5
780,1518241565203454,3894675334.0
781,1527996771154376,1821256054.0
782,1537805150227906,2819520029.75
783,1547660978179306,972524996.0
784,1557572243568866,4075640251.5
785,1567528712730836,1701514962.0
786,1577539788759006,3059063106.75
787,1587598900676056,1382632200.0
788,1597713067073936,3495643037.5
789,1607874704180106,1618655307.5
790,1618091187695588,2931205010.75
791,1628357471436758,2190445621.0
792,1638678010406550,3654218659.75
793,1649047561935920,1882194527.5
794,1659472827007762,3377195789.25
795,1669946958616052,1093555687.0
796,1680479081986852,3957338514.5
797,1691058977418022,1549178696.25
798,1701695419051952,2443052888.75
799,1712384276477754,2307881542.75
800,1723128896762114,4289559123.25
801,1733922772686666,1679190852.25
802,1744774665827956,3036172041.75
803,1755678150744318,1732374340.25
804,1766639706489998,4043659223.5
805,1777651354497968,1787760179.0
806,1788721204120778,2869822926.5
807,1799843484482828,1314257058.5
808,1811025255142468,3975397510.0
809,1822258047025518,2178437447.0
810,1833549131601630,2988603998.0
811,1844894559774240,2250047574.25
812,1856298509407000,3933367671.25
813,1867754233257970,1083546429.0
814,1879271591612940,3352581324.5
815,1890841941403750,1888602858.75
816,1902473440696870,4640362507.5
817,1914156721684952,2030223640.75
818,1925901188570882,3252044945.0
819,1937700135183594,1388795605.0
820,1949561871085994,4538662598.0
821,1961476441592756,2535067858.0
822,1973451593981446,2912878768.0
823,1985483582833856,1713748864.5
824,1997578025933256,4342014457.75
825,2009725478611296,1139040902.5
826,2021937245569706,3195043667.5
827,2034205162262916,2130470323.25
828,2046535819558228,4320660085.5
829,2058922049371798,2381479162.5
830,2071371365376800,3610028292.0
831,2083878125170290,2146808971.25
832,2096448650163410,4095613031.25
833,2109075578245450,1876186067.75
834,2121767078344740,3438787701.75
835,2134516596072102,2009834400.5
836,2147331620112542,4858290539.0
837,2160201624688734,1238131252.5
838,2173139206349464,3525130249.75
839,2186135195952074,2328841625.5
840,2199196956622954,4790559722.25
841,2212316196229594,2395790550.5
842,2225501147762444,3154633017.5
843,2238746408976646,1441420030.25
844,2252059777010406,4829336233.5
845,2265430474170606,2316202992.5
846,2278868179087526,3355632484.0
847,2292367412342966,2242655186.5
848,2305933996100638,4573349643.0
849,2319560156715288,2347450947.5
850,2333253952377728,3395995151.0
851,2347010399019898,2507223692.0
852,2360834938452530,4894720425.0
853,2374719250259180,2009305026.5
854,2388673637872070,3925108202.5
855,2402688679369622,990368594.5
856,2416776902032342,5501988029.5
857,2430922929569104,1852757175.0
858,2445140285287714,3334525472.0
859,2459422071701924,2817807515.0
860,2473773175577524,4956828518.0
861,2488185721004526,1642595862.5
862,2502670531648256,3465149562.5
863,2517219881364866,2464177142.5
864,2531841003114498,5637926172.5
865,2546523590641668,2444884019.0
866,2561279236570398,4241872348.5
867,2576098512961638,1364603916.0
868,2590992315237478,4471606147.0
869,2605949949218648,2631258008.0
870,2620979385344970,3576009824.5
871,2636076213535220,2657242513.5
872,2651245953074100,5155153925.0
873,2666479570779692,1796925665.0
874,2681788800325902,4076044906.5
875,2697163922476494,2032537794.5
876,2712614871762454,5359646178.5
877,2728130136622784,2303967775.0
878,2743720833005274,3739056309.0
879,2759379496575476,1957629857.5
880,2775115032190236,5621043747.5
881,2790916081428886,3126821121.5
882,2806791995808798,3581867857.0
883,2822738469446648,2435133201.0
884,2838761743925160,5682475883.0
885,2854850359408290,1617778667.0
886,2871018894703220,4573009714.0
887,2887255477284870,2428246467.0
888,2903570206333622,5034712738.0
889,2919953629150592,2691193354.0
890,2936414781317554,4184193447.0
891,2952946790897794,2392138677.5
892,2969557743146514,5150085009.5
893,2986237705458756,2274666000.5
894,3002997381238846,4217961615.5
895,3019828756075816,2713673020.5
896,3036739839766656,5519145198.5
897,3053719538545298,1287595307.0
898,3070782437274028,4350303457.5
899,3087917234199390,3151367987.0
900,3105132539215710,6045968353.0
901,3122419221725640,3648225044.5
902,3139785476391762,3896950559.0
903,3157226148852132,1381364308.5
904,3174751216818612,5822190327.5
905,3192346143696382,2425276150.5
906,3210024726439832,4729448074.0
907,3227776831259002,2342216962.5
908,3245613278489634,5824647675.5
909,3263521505308354,2354073611.5
910,3281514189156804,4347520215.5
