R,V,E
484,134827746611922,774234680.34375
485,136225964022642,383578000.15625
486,137636449415122,678301740.015625
487,139057971756642,355580501.96875
488,140491967636962,779915316.40625
489,141936826195922,268060632.84375
490,143394418599442,618499710.875
491,144863470591842,483996330.90625
492,146345000660082,809758425.125
493,147837873851442,387255148.25
494,149343658436322,710879068.3125
495,150860882002802,234040117.65625
496,152391526108002,863816343.6875
497,153933437354082,372029299.6875
498,155488431842562,499697755.71875
499,157055882365522,544228289.40625
500,158636245778242,886787316.8125
501,160228372329842,301631123.3125
502,161834213092562,663534534.3125
503,163452264711282,392539826.25
504,165084065299362,949851957.28125
505,166727750244722,393644038.25
506,168385457993762,784840643.4375
507,170055333762322,190828161.5
508,171739752414482,908332986.125
509,173436423043042,568001387.09375
510,175146868128882,613558261.0
511,176870625960242,504225802.09375
512,178608412696402,876786573.125
513,180358852489682,275704896.25
514,182124112355922,787996723.78125
515,183902269438242,410492789.03125
516,185695286540802,1025371757.25
517,187501012225842,400256656.40625
518,189321640072722,647473307.9375
519,191155850438082,365809877.75
520,193005199189282,1029249706.96875
521,194867741266242,610532542.78125
522,196745129769122,680241609.28125
523,198636666047922,456892598.40625
524,200543537817442,1045048020.53125
525,202463571526642,187685955.59375
526,204399806855682,840696483.78125
527,206349805033682,481198836.34375
528,208315503592002,962294066.59375
529,210295293866082,590566280.53125
530,212290766910162,871996747.8125
531,214300574536082,373002092.625
532,216326698108642,989229044.46875
533,218366973017682,470025908.90625
534,220423569081682,898845558.625
535,222494742489202,445186264.09375
536,224582546084962,1074877164.4375
537,226684614153202,334861018.34375
538,228803519259042,710034954.78125
539,230937728906002,579907384.03125
540,233088456895202,1069956588.34375
541,235254299929362,688234112.8125
542,237436703490402,791241756.375
543,239634689502002,311593522.40625
544,241850337146962,1238832369.75
545,244080646588882,483151283.4375
546,246328589422802,925843305.625
547,248592172732402,483358126.375
548,250873491928402,1160139874.53125
549,253170091730242,409608188.46875
550,255484754756802,922748327.125
551,257815563754242,690338400.5625
552,260163925172322,1026525081.09375
553,262528445001282,444659873.96875
554,264911242596242,971122908.1875
555,267310140935042,335580167.4375
556,269727952083282,1256447920.875
557,272161547245762,510943554.03125
558,274613762454802,840773279.46875
559,277083173583682,727144967.84375
560,279570911676162,1206097058.65625
561,282075225595202,431146671.125
562,284598760548642,951814674.9375
563,287139426667202,582203081.1875
564,289699316246882,1318236833.0625
565,292275965904882,599819116.875
566,294872047476642,1001727792.9375
567,297485394998962,260597906.0625
568,300118886019122,1156230196.75
569,302769668659922,738655531.9375
570,305439825127202,991641815.6875
571,308128278557522,739541060.375
572,310836434075602,1288346217.0
573,313562079747602,326643846.5625
574,316308538805042,1077837430.5
575,319072905798562,536300521.9375
576,321858029751282,1450529495.9375
577,324660759828082,568812221.0625
578,327484307585762,1001477609.625
579,330326656762642,630684608.6875
580,333189769903122,1317046151.1875
581,336071486379922,797650786.3125
582,338973646092562,809760550.75
583,341895664324562,665667559.3125
584,344838743620162,1464570115.75
585,347800091694322,310482103.75
586,350783802489282,1193288937.6875
587,353786492150402,624722793.375
588,356810950871202,1290207039.0625
589,359854917056242,823018506.1875
590,362920448053122,1175018880.3125
591,366005813950562,510452171.8125
592,369113700743762,1409109466.75
593,372241045291442,701285357.875
594,375390664799602,1097261095.25
595,378560617424162,547906617.3125
596,381753551600242,1594009221.5
597,384965784584402,444815195.0625
598,388201447217522,1122792086.3125
599,391457813881922,793585214.875
600,394737122280722,1585796423.125
601,398036913078722,930624346.375
602,401359424158082,956119484.4375
603,404703424532722,321097991.8125
604,408071576463602,1577256349.0
605,411459858309202,592021233.125
606,414872310054642,1294078028.625
607,418306193081922,833140458.5
608,421763820254722,1410034774.8125
609,425242849620082,570400829.6875
610,428746295484882,1215767946.0625
611,432271880385122,955523588.5625
612,435821481452322,1553279154.3125
613,439392868911282,665367124.0625
614,442989313151042,1447911412.4375
615,446607424198482,396300359.25
616,450251452148402,1645616200.3125
617,453917055568802,739039738.0625
618,457607775064722,1101413572.5
619,461321864082082,870045332.0625
620,465061127344482,1733143864.5625
621,468822596489122,605454547.75
622,472610063907922,1162099800.375
623,476421007447282,763278232.9375
624,480257836559202,1700415158.625
625,484117552456002,856316704.0
626,488003510750402,1467809279.9375
627,491912668247762,372531212.5625
628,495849256884882,1682870933.8125
629,499808967222082,969458452.5
630,503794822227842,1134949385.25
631,507805835033362,1071778906.875
632,511843113267682,1766496261.875
633,515903914913602,355620074.625
634,519993124527842,1601857900.6875
635,524106266119922,906984497.5625
636,528247024375202,1833064255.1875
637,532411854687522,712483227.3125
638,536604606502962,1271292281.875
639,540822685841442,791728092.1875
640,545068875529042,1932444847.4375
641,549339630462162,1023777804.0
642,553638232495762,1222630915.5625
643,557963061339522,783372384.875
644,562316472733922,1936010133.6875
645,566694331346882,419087834.375
646,571102134247602,1603158140.25
647,575535391856562,871732076.375
648,579997780862642,1774195550.875
649,584486312607522,1194193145.5
650,589003357313842,1373855666.125
651,593547364944082,634658414.625
652,598121210869202,1723089218.125
653,602721352133762,966912941.375
654,607351253437282,1701152236.75
655,612007821444962,702397655.25
656,616695283342642,2067361997.5
657,621408486022402,512065304.25
658,626152892684962,1368436647.625
659,630925181582722,1183056561.875
660,635727585885522,2057022193.75
661,640557390284482,1142550534.125
662,645417839934802,1551920608.0
663,650306358258962,575276066.125
664,655226995528402,2129206255.375
665,660174436479202,764361289.625
666,665153874961922,1540101280.5
667,670162034234002,1044788128.75
668,675201641875362,1870700514.625
669,680269668215282,852460168.375
670,685369949886402,1690585262.0
671,690499366898242,1128563319.5
672,695660811966962,1922180367.625
673,700851347243762,996248727.125
674,706074579389522,1819681043.5
675,711326763308322,509223197.375
676,716613281624962,2308931215.625
677,721928118660242,1064145942.875
678,727276035427922,1396489391.0
679,732654953515282,1087744691.375
680,738067141515522,2266287884.5
681,743508792329922,984389471.75
682,748984426975202,1622021165.75
683,754490935781602,928053361.0
684,760031955707602,2397569245.625
685,765602570932242,972456511.25
686,771208112967042,1841518664.0
687,776844233618082,513436496.25
688,782516311299522,2223080996.0
689,788218748589842,1229068979.0
690,793955808100882,1649631518.875
691,799725619126002,1469261498.125
692,805529813463282,2174536199.0
693,811365195162002,423863174.625
694,817237558470002,1865426999.0
695,823141715572882,1164927859.0
696,829082086022402,2595009344.375
697,835053623451122,961972478.5
698,841061990647202,1780849910.125
699,847103107548882,823399783.375
700,853181606264962,2573125608.625
701,859291976903042,1371103893.875
702,865438776862242,1625276255.125
703,871619895133762,1074749367.5
704,877838289357362,2526850835.875
705,884088707391122,578698345.75
706,890378132072642,2061960254.125
707,896700728660722,990296660.625
708,903061431553922,2146077357.75
709,909456314283602,1450374262.125
710,915888645985922,2019432805.375
711,922355755462162,1028731644.75
712,928861623075202,2304878534.0
713,935401744140562,1189000754.375
714,941980561957522,1969775625.375
715,948594653289202,1068909975.25
716,955248391192082,2703969052.875
717,961935753881602,697241517.125
718,968663576259682,1727266349.0
719,975427902328562,1681246081.5
720,982230867584722,2537440111.375
721,989069661119042,1327264249.125
722,995948244020322,1853693630.375
723,1002863358335282,700222106.5
724,1009820043500802,2747293875.625
725,1016811613388082,1149347033.25
726,1023844611611842,2290122163.25
727,1030914279585042,1250716448.5
728,1038025371538882,2624603061.875
729,1045172696689922,1059797677.5
730,1052362237960882,2377578660.875
731,1059588905331522,1325837339.875
732,1066857532015842,2575254595.875
733,1074163636786082,1481624254.625
734,1081511580350322,2242230076.75
735,1088897168451682,498944348.875
736,1096327038813362,2725172313.75
737,1103793842658642,1407371563.125
738,1111303036991682,1837332225.25
739,1118852395531602,1623110439.125
740,1126444185784882,2866100143.0
741,1134074045267522,1037254626.75
742,1141747921920642,1917501521.25
743,1149461670961682,1194593390.5
744,1157219690410882,3098633601.75
745,1165015678226322,1159210756.5
746,1172857037711762,2610805921.5
747,1180737343464802,858740179.25
748,1188663571597922,2709395059.5
749,1196629387284482,1657757929.25
750,1204639239598162,1982260824.0
751,1212691343762802,1727029678.75
752,1220787847285042,2868016358.5
753,1228924192380242,675423969.25
754,1237108023007362,2620741129.25
755,1245332242833362,1434705759.0
756,1253603034171522,3126242792.5
757,1261914275068482,1399550608.25
758,1270272008649522,2123445700.25
759,1278672156527842,1044771348.0
760,1287119866984082,3136576528.25
761,1295608810062882,1893211865.5
762,1304143613552802,1766308942.75
763,1312723202629922,1504423292.0
764,1321349776282802,3129458746.0
765,1330017637277362,766631708.75
766,1338735383616162,2835929825.75
767,1347495104920402,1248493375.0
768,1356304106774642,3130959379.0
769,1365155918552162,1833286354.25
770,1374055647259202,2282597942.0
771,1383000294110482,1299757820.5
772,1391994339150962,3183990854.75
773,1401031282920802,1254547446.75
774,1410118575436642,2779684208.75
775,1419250063775522,1424247270.75
776,1428432080597842,3338194634.0
777,1437656878152482,590600681.5
778,1446933698900882,2240279646.75
779,1456256598743842,2159011807.25
780,1465628839845122,3424366474.0
781,1475046352072242,1781142182.25
782,1484514592288962,2500658562.75
783,1494028880959842,717360292.5
784,1503596471274562,3497940805.25
785,1513208192991522,1485185283.5
786,1522872416361202,2861893407.75
787,1532583011243522,1309996108.0
788,1542346619685522,3283132634.75
789,1552156037085202,1387813790.5
790,1562018553266322,2724496119.0
791,1571929006819842,1941922736.75
792,1581891594206642,3046225445.0
793,1591902213207602,1744374198.75
794,1601966163232242,3144485139.25
795,1612077146540162,757041423.0
796,1622244581896802,3808548374.5
797,1632457912952242,1549911675.75
798,1642725509662322,2157857878.0
799,1653044000663282,2067308431.75
800,1663415932276962,3630384278.5
801,1673836062142162,1410036600.25
802,1684311769659122,2590490691.75
803,1694837757607682,1678863511.0
804,1705419135582802,3588598589.25
805,1716049419125842,1638596702.75
806,1726735762535682,2786026383.5
807,1737472511930722,1179385309.75
808,1748266551408642,3504659456.5
809,1759110236323282,1918599367.25
810,1770010105759282,2761194184.5
811,1780962361056482,2034195440.25
812,1791971028517842,3563824367.25
813,1803029857275362,898637209.25
814,1814148233817842,3224052373.0
815,1825317515723762,1696082698.0
816,1836545648729362,4058402927.25
817,1847824376465282,1852085738.75
818,1859161660676482,2835821057.0
819,1870551892952802,1197646001.5
820,1882002269446882,3929662200.0
821,1893504367774562,2404935578.75
822,1905064321053762,2551534631.5
823,1916679680369042,1714994373.25
824,1928354759917362,4003461489.25
825,1940081243493282,894178925.75
826,1951869909491922,2958488242.0
827,1963712593709442,1824629480.0
828,1975615760870402,3749267916.5
829,1987573046820242,2159685931.75
830,1999590906117922,3301375043.0
831,2011664174366882,1800366253.25
832,2023799155758002,3750772403.5
833,2035988621153762,1712871722.5
834,2048240256712562,3161731538.5
835,2060548086412322,1909731269.0
836,2072918654322002,4288833332.75
837,2085342814876002,940856940.0
838,2097832045640402,3130243723.25
839,2110378017621442,2314365608.75
840,2122986497039762,4045298446.0
841,2135651674208882,2298699880.75
842,2148379750431442,3060704982.75
843,2161165686163362,1076089800.0
844,2174017798816082,4446072987.25
845,2186925128649442,1994208077.5
846,2199897306963922,3134575113.0
847,2212928487990722,1803670116.0
848,2226024841048802,3952561520.25
849,2239179015811442,2012156119.75
850,2252398500376802,3251269021.5
851,2265678291690162,2447045277.5
852,2279023278540642,4267955991.0
853,2292426772478162,1804714673.0
854,2305897439081362,3501544548.5
855,2319426908310402,766530750.0
856,2333026608284402,4805397147.5
857,2346683021854642,1878078940.0
858,2360407343459202,2955576684.5
859,2374194489007042,2729839769.0
860,2388048112512962,4630400761.5
861,2401961235408002,1453685202.5
862,2415943995282242,3111753795.0
863,2429989036484402,2022901395.5
864,2444103364255522,4965790084.5
865,2458277218622562,1953342157.5
866,2472521784242242,3942583356.5
867,2486827457512802,1101754020.0
868,2501205234159362,4197893833.0
869,2515644652394562,2540001862.0
870,2530153102206642,3288324019.5
871,2544727026046562,2655039580.0
872,2559370276756002,4262188568.5
873,2574076590256562,1614360352.0
874,2588855129555362,3642698629.5
875,2603697495491282,1715647064.0
876,2618612821779922,4733993633.5
877,2633590971801842,2327658260.5
878,2648641218156642,3535246283.0
879,2663757033643602,1595028487.5
880,2678947091654722,4945333536.5
881,2694200668274482,2626647121.5
882,2709526609454962,3248786474.5
883,2724920493320002,2153203916.5
884,2740388452479362,5235300410.0
885,2755919368739442,1139135669.5
886,2771528043715282,4428039551.5
887,2787202033055922,2418836807.5
888,2802950644604722,4180006792.5
889,2818767079877442,2673160936.5
890,2834657432675922,3751655817.0
891,2850616596634402,2068138866.5
892,2866651596185602,4405513847.0
893,2882754066601042,2156980558.5
894,2898932896605202,3968648389.5
895,2915180887509442,2398669631.5
896,2931505976225522,5140252383.5
897,2947897076275522,862669869.5
898,2964368769726482,3903194465.0
899,2980909824302002,2784208689.5
900,2997528341404242,5361226597.5
901,3014216168513682,3235292926.5
902,3030980609966242,3463759614.0
903,3047816947505202,1080837101.5
904,3064734802178402,5459490929.5
905,3081720170161922,2347264808.0
906,3098785928693042,4372212964.5
907,3115922904570322,2111399619.0
908,3133140886983522,5103728291.5
909,3150428918716482,2141144074.0
910,3167797830216962,3802702862.5
911,3185240989259522,3204233626.0
912,3202763396677522,5094069798.0
